time,actual_low,var_low,garch_low,pred_low,actual_close,var_close,garch_close,pred_close,actual_high,var_high,garch_high,pred_high,actual_class,pred_class,actual_class_name,pred_class_name
2025-04-04 17:30:00+00:00,5150.25,5148.424469,5139.164379,5143.794424,5181.5,5163.363152,5163.395077,5163.379114,5194.75,5178.973148,5175.786568,5177.379858,2,2,Up,Up
2025-04-04 17:45:00+00:00,5176,5156.14378,5150.478612,5153.311196,5199.25,5181.29725,5178.382085,5179.839667,5200,5208.547599,5194.462244,5201.504922,2,2,Up,Up
2025-04-04 18:00:00+00:00,5167.25,5157.466556,5171.482647,5164.474602,5168.75,5199.841319,5199.731077,5199.786198,5212.25,5178.648877,5198.679767,5188.664322,0,0,Down,Down
2025-04-04 18:15:00+00:00,5138.25,5153.289484,5165.3252,5159.307342,5141.25,5169.557055,5172.132885,5170.84497,5169.25,5203.908744,5209.456492,5206.682618,0,0,Down,Down
2025-04-04 18:30:00+00:00,5107.5,5126.047721,5140.79082,5133.41927,5111,5141.415162,5146.621772,5144.018467,5145.75,5154.030516,5171.157217,5162.593866,0,0,Down,Down
2025-04-04 18:45:00+00:00,5108.25,5115.448782,5113.146697,5114.297739,5130.25,5111.059037,5112.60645,5111.832744,5142.25,5154.944347,5150.64129,5152.792819,2,2,Up,Up
2025-04-04 19:00:00+00:00,5116.25,5127.81482,5110.438256,5119.126538,5154.5,5129.500361,5128.33204,5128.916201,5159.5,5155.476183,5144.910449,5150.193316,2,2,Up,Up
2025-04-04 19:15:00+00:00,5128.25,5125.315538,5115.85594,5120.585739,5158.75,5154.259729,5151.690323,5152.975026,5173.5,5164.519747,5158.947215,5161.733481,1,1,Flat,Flat
2025-04-04 19:30:00+00:00,5152.75,5128.121602,5127.606811,5127.864207,5175.75,5157.295279,5156.084001,5156.68964,5192.75,5173.656264,5171.949697,5172.802981,2,2,Up,Up
2025-04-04 19:45:00+00:00,5103,5126.826173,5146.436774,5136.631473,5108.75,5175.548773,5179.712293,5177.630533,5185.5,5150.228469,5190.035053,5170.131761,0,0,Down,Down
2025-04-04 20:00:00+00:00,5088.5,5099.535365,5106.931393,5103.233379,5105.25,5108.37467,5112.673738,5110.524204,5116.5,5195.721391,5182.510614,5189.116003,1,1,Flat,Flat
2025-04-04 20:15:00+00:00,5074,5076.860252,5092.637056,5084.748654,5083,5106.956422,5110.113539,5108.534981,5105.25,5111.615802,5122.476552,5117.046177,0,0,Down,Down
2025-04-04 20:30:00+00:00,5080,5081.399424,5077.013666,5079.206545,5104.75,5085.57702,5082.83775,5084.207385,5105,5125.291374,5110.936601,5118.113987,2,2,Up,Up
2025-04-04 20:45:00+00:00,5096.5,5068.763414,5081.029044,5074.896229,5096.75,5105.944176,5104.9,5105.422088,5108.75,5102.137913,5106.009824,5104.073869,0,0,Down,Down
2025-04-06 22:00:00+00:00,4832,5099.33706,5082.59483,5090.965945,4894.25,5102.204017,5111.746198,5106.975107,5007,5031.465849,5104.815592,5068.140721,0,0,Down,Down
2025-04-06 22:15:00+00:00,4880,4814.931862,4867.543526,4841.237694,4910,4894.51567,4908.117646,4901.316658,4927.75,5002.254649,5012.499443,5007.377046,2,2,Up,Up
2025-04-06 22:30:00+00:00,4882.25,4828.148732,4882.396428,4855.27258,4889.5,4903.644348,4915.755774,4909.700061,4914,4899.649516,4940.696606,4920.173061,0,0,Down,Down
2025-04-06 22:45:00+00:00,4874.25,4873.915634,4880.088721,4877.002178,4893.5,4896.350507,4890.236883,4893.293695,4896.25,4943.836301,4919.656036,4931.746168,1,1,Flat,Flat
2025-04-06 23:00:00+00:00,4851.75,4873.592432,4874.221201,4873.906817,4875,4895.631305,4895.07656,4895.353932,4899,4888.748217,4898.797019,4893.772618,0,0,Down,Down
2025-04-06 23:15:00+00:00,4865.75,4860.801209,4855.515876,4858.158542,4896.5,4873.536126,4874.607213,4874.07167,4899.75,4907.22565,4900.028836,4903.627243,2,2,Up,Up
2025-04-06 23:30:00+00:00,4886.25,4871.4904,4865.606508,4868.548454,4917,4895.317126,4893.884518,4894.600822,4930,4900.901732,4900.70752,4900.804626,2,2,Up,Up
2025-04-06 23:45:00+00:00,4891.75,4885.133838,4883.446334,4884.290086,4913.75,4916.820828,4915.133812,4915.97732,4923,4935.481463,4927.313373,4931.397418,1,1,Flat,Flat
2025-04-07 10:00:00+00:00,4926.25,4966.305387,4929.706656,4948.006022,4982.5,4935.450094,4932.809171,4934.129632,4988,4973.0013,4956.794458,4964.897879,2,2,Up,Up
2025-04-07 10:15:00+00:00,4973.25,4919.768003,4928.815589,4924.291796,4985.75,4981.673676,4979.246811,4980.460244,5002.75,4989.56006,4985.625227,4987.592643,1,1,Flat,Flat
2025-04-07 10:30:00+00:00,4974.25,5007.269098,4967.66503,4987.467064,5035,4983.072078,4980.939616,4982.005847,5040,5019.546384,5001.261197,5010.40379,2,2,Up,Up
2025-04-07 10:45:00+00:00,4986,4954.890243,4973.363512,4964.126878,4997.75,5037.906135,5034.168055,5036.037095,5038.25,5026.292259,5036.414564,5031.353411,0,0,Down,Down
2025-04-07 11:00:00+00:00,4980,4996.908483,4984.24142,4990.574952,5020.25,4993.093091,4997.342809,4995.21795,5037.5,5041.67511,5036.126403,5038.900756,2,2,Up,Up
2025-04-07 11:15:00+00:00,4998.25,4966.887948,4981.278029,4974.082989,5014.25,5022.810036,5020.061581,5021.435808,5024.25,5044.578853,5037.240618,5040.909735,0,0,Down,Down
2025-04-07 11:30:00+00:00,4972.25,4988.481249,4994.948573,4991.714911,4985.75,5014.33348,5016.01124,5015.17236,5018.5,5012.501608,5025.093898,5018.797753,0,0,Down,Down
2025-04-07 11:45:00+00:00,4971,4964.362885,4974.860975,4969.61193,4985.75,4985.949731,4987.715854,4986.832792,4994.5,5022.623502,5018.884957,5020.75423,1,1,Flat,Flat
2025-04-07 12:00:00+00:00,4961,4964.420683,4971.429246,4967.924965,4973.25,4986.018737,4987.261573,4986.640155,5008.5,4978.538164,4997.155818,4987.846991,0,0,Down,Down
2025-04-07 12:15:00+00:00,4958,4990.17222,4962.115185,4976.143702,5012,4972.203989,4971.3209,4971.762444,5020.25,5024.810037,5009.542873,5017.176455,2,2,Up,Up
2025-04-07 12:30:00+00:00,4970,4945.904888,4959.219437,4952.562163,4981.25,5013.175862,5011.878822,5012.527342,5028,5001.841497,5018.937553,5010.389525,0,0,Down,Down
2025-04-07 12:45:00+00:00,4955,4993.830973,4967.904606,4980.867789,5011.75,4977.30303,4980.036542,4978.669786,5026,5040.139045,5026.730393,5033.434719,2,2,Up,Up
2025-04-07 13:00:00+00:00,4964.25,4935.937446,4956.925177,4946.431312,4978,5015.558473,5012.908593,5014.233533,5012.5,5018.116629,5025.217851,5021.66724,0,0,Down,Down
2025-04-07 13:15:00+00:00,4937,4943.181687,4962.288844,4952.735265,4942.5,4976.533967,4981.872414,4979.20319,4978.25,4998.224208,5012.367338,5005.295773,0,0,Down,Down
2025-04-07 13:30:00+00:00,4867,4918.556488,4936.571919,4927.564203,4887.75,4946.350783,4949.496099,4947.923441,5018,4910.528642,4983.05751,4946.793076,0,0,Down,Down
2025-04-07 13:45:00+00:00,4874.25,4953.443461,4876.853681,4915.148571,5007.5,4880.590558,4883.646682,4882.11862,5015.25,5064.484858,5017.38337,5040.934114,2,2,Up,Up
2025-04-07 14:00:00+00:00,4983.75,5008.353092,4880.84399,4944.598541,5191.5,5022.892215,4987.971912,5005.432064,5227.5,5078.945582,5023.708824,5051.327203,2,2,Up,Up
2025-04-07 14:15:00+00:00,5025.25,4896.819189,4971.701843,4934.260516,5032,5187.374754,5186.975555,5187.175155,5286.5,5107.714882,5216.96066,5162.337771,0,0,Down,Down
2025-04-07 14:30:00+00:00,4987.25,5012.381506,5014.906004,5013.643755,5051.25,5033.084267,5036.634624,5034.859446,5111.25,5317.184979,5260.186389,5288.685684,2,2,Up,Up
2025-04-07 14:45:00+00:00,5025.25,4984.023636,4992.936245,4988.47994,5111,5039.646297,5049.776452,5044.711375,5140.75,5171.294683,5120.476957,5145.88582,2,2,Up,Up
2025-04-07 15:00:00+00:00,5000.75,4981.832926,5020.177132,5001.005029,5013.5,5116.899631,5113.219673,5115.059652,5150,5100.529012,5150.599223,5125.564117,0,0,Down,Down
2025-04-07 15:15:00+00:00,4975,4979.901257,5001.554913,4990.728085,4987.75,5030.305708,5020.546603,5025.426156,5057.25,5145.138091,5142.964982,5144.051536,0,0,Down,Down
2025-04-07 15:30:00+00:00,4987.25,5011.043823,4979.593473,4995.318648,5084.75,4974.309365,4985.061886,4979.685626,5091.25,5114.892067,5064.572962,5089.732515,2,2,Up,Up
2025-04-07 15:45:00+00:00,5045,4955.649767,4989.283892,4972.466829,5045.5,5075.46574,5081.169624,5078.317682,5088.75,5088.885825,5094.798711,5091.842268,0,0,Down,Down
2025-04-07 16:00:00+00:00,5002.5,5039.938803,5035.090166,5037.514484,5022.5,5044.917015,5047.56577,5046.241393,5047.25,5087.475176,5084.814409,5086.144793,0,0,Down,Down
2025-04-07 16:15:00+00:00,5000.25,5007.465491,5006.290166,5006.877828,5046.75,5022.104575,5023.292374,5022.698475,5056.25,5062.857815,5050.73216,5056.794988,2,2,Up,Up
2025-04-07 16:30:00+00:00,5018.75,4985.864,5002.57377,4994.218885,5029.5,5045.785207,5046.615189,5046.200198,5068.75,5039.091073,5058.93222,5049.011647,0,0,Down,Down
2025-04-07 16:45:00+00:00,4996.75,5010.85423,5015.315496,5013.084863,5007.25,5036.160497,5031.752042,5033.95627,5030.25,5065.17972,5065.502419,5065.34107,0,0,Down,Down
2025-04-07 17:00:00+00:00,5006.25,5021.872803,4999.640819,5010.756811,5066.25,5000.333489,5005.064691,5002.69909,5082,5048.182681,5034.745042,5041.463862,2,2,Up,Up
2025-04-07 17:15:00+00:00,5057.5,5024.869384,5008.046141,5016.457763,5108.75,5063.202161,5059.059786,5061.130973,5111,5107.451369,5082.324756,5094.888063,2,2,Up,Up
2025-04-07 17:30:00+00:00,5073,5070.913927,5051.207626,5061.060776,5122,5097.574099,5103.297628,5100.435864,5123,5124.486277,5106.293865,5115.390071,2,2,Up,Up
2025-04-07 17:45:00+00:00,5096.25,5076.747815,5070.874695,5073.811255,5143,5117.703424,5118.637664,5118.170544,5145.75,5132.397702,5121.497851,5126.947777,2,2,Up,Up
2025-04-07 18:00:00+00:00,5104,5072.149308,5093.167746,5082.658527,5114,5146.43847,5143.048268,5144.743369,5152.75,5120.143481,5143.759226,5131.951354,0,0,Down,Down
2025-04-07 18:15:00+00:00,5098.25,5087.74654,5102.152776,5094.949658,5103.75,5123.812242,5116.615057,5120.213649,5158,5131.048461,5151.114977,5141.081719,0,0,Down,Down
2025-04-07 18:30:00+00:00,5100,5100.95385,5098.974064,5099.963957,5119,5110.495101,5103.854078,5107.17459,5136,5173.314594,5156.100668,5164.707631,2,2,Up,Up
2025-04-07 18:45:00+00:00,5075.5,5092.534944,5098.774923,5095.654933,5084.25,5112.269658,5120.030991,5116.150324,5129.75,5121.725698,5137.04719,5129.386444,0,0,Down,Down
2025-04-07 19:00:00+00:00,5061,5070.540739,5077.897742,5074.21924,5069.25,5089.609161,5087.803072,5088.706117,5115.75,5120.123425,5130.975808,5125.549617,0,0,Down,Down
2025-04-07 19:15:00+00:00,5052.75,5052.665407,5063.038904,5057.852155,5058.25,5072.493703,5071.670968,5072.082336,5096,5110.178801,5116.223908,5113.201355,0,0,Down,Down
2025-04-07 19:30:00+00:00,5058,5050.27547,5054.389032,5052.332251,5067,5056.773395,5058.725562,5057.749479,5119.75,5088.315255,5099.779746,5094.0475,2,2,Up,Up
2025-04-07 19:45:00+00:00,5060,5081.576901,5057.634487,5069.605694,5099,5069.226087,5064.246205,5066.736146,5105.25,5152.72179,5118.489693,5135.605741,2,2,Up,Up
2025-04-07 20:00:00+00:00,5091,5074.15518,5061.148654,5067.651917,5128.75,5082.811026,5094.209664,5088.510345,5142.5,5119.699318,5106.864443,5113.281881,2,2,Up,Up
2025-04-07 20:15:00+00:00,5118,5080.016118,5088.291888,5084.154003,5124.25,5128.924318,5125.996835,5127.460577,5145.75,5141.045748,5140.884663,5140.965206,1,1,Flat,Flat
2025-04-07 20:30:00+00:00,5118.5,5112.598137,5113.726269,5113.162203,5126.5,5124.511003,5123.827424,5124.169213,5129,5153.878458,5142.265656,5148.072057,1,1,Flat,Flat
2025-04-07 20:45:00+00:00,5116.5,5108.648269,5117.641049,5113.144659,5118,5123.61388,5126.897164,5125.255522,5126.5,5127.547873,5129.981273,5128.764573,0,0,Down,Down
2025-04-07 22:00:00+00:00,5115,5123.174348,5116.673915,5119.924132,5130.75,5118.578345,5117.699276,5118.13881,5132.75,5133.24533,5128.163494,5130.704412,2,2,Up,Up
2025-04-07 22:15:00+00:00,5127.5,5115.426344,5115.887629,5115.656987,5136.25,5129.284475,5129.437535,5129.361005,5136.75,5136.110641,5132.725409,5134.418025,2,2,Up,Up
2025-04-07 22:30:00+00:00,5130,5127.378167,5126.036905,5126.707536,5136.75,5134.564735,5135.478784,5135.021759,5138.25,5137.392737,5136.20281,5136.797773,1,1,Flat,Flat
2025-04-07 22:45:00+00:00,5133,5131.957956,5129.527913,5130.742935,5143.75,5136.429241,5136.070121,5136.249681,5144,5141.271489,5138.252767,5139.762128,2,2,Up,Up
2025-04-07 23:00:00+00:00,5142.5,5136.529594,5133.044403,5134.786998,5154.75,5142.829971,5142.371463,5142.600717,5155,5147.410265,5144.120748,5145.765506,2,2,Up,Up
2025-04-07 23:15:00+00:00,5146.25,5140.106082,5141.387191,5140.746636,5150.75,5154.576499,5153.948437,5154.262468,5156.75,5152.2575,5153.981932,5153.119716,1,1,Flat,Flat
2025-04-07 23:30:00+00:00,5141.75,5143.538325,5145.302575,5144.42045,5145,5151.5859,5151.196377,5151.391139,5153.5,5153.012973,5155.825514,5154.419244,0,0,Down,Down
2025-04-07 23:45:00+00:00,5139,5143.430955,5142.110546,5142.770751,5148.25,5145.716377,5145.243978,5145.480178,5154.5,5154.233988,5153.760758,5153.997373,1,1,Flat,Flat
2025-04-08 10:00:00+00:00,5151.75,5157.372841,5158.771081,5158.071961,5157.25,5161.798405,5160.367926,5161.083166,5180,5172.048983,5178.687744,5175.368364,1,1,Flat,Flat
2025-04-08 10:15:00+00:00,5155.25,5153.225162,5153.006107,5153.115634,5163,5158.919747,5157.378806,5158.149276,5165.5,5188.351247,5179.435947,5183.893597,2,2,Up,Up
2025-04-08 10:30:00+00:00,5162,5160.142121,5155.325144,5157.733633,5175.5,5156.833154,5161.695797,5159.264475,5181.5,5170.153858,5167.25674,5168.705299,2,2,Up,Up
2025-04-08 10:45:00+00:00,5165.75,5159.679651,5161.232102,5160.455877,5170.25,5176.494287,5174.624139,5175.559213,5176.75,5182.724447,5181.055381,5181.889914,0,0,Down,Down
2025-04-08 11:00:00+00:00,5165.75,5162.101116,5165.078161,5163.589639,5167.5,5169.166512,5170.47279,5169.819651,5181.75,5170.683424,5176.418374,5173.550899,1,1,Flat,Flat
2025-04-08 11:15:00+00:00,5163.25,5176.38734,5165.515705,5170.951523,5184.25,5169.426217,5166.67938,5168.052799,5189.75,5190.016206,5182.094829,5186.055518,2,2,Up,Up
2025-04-08 11:30:00+00:00,5180.75,5180.860393,5164.519024,5172.689708,5214.75,5180.20184,5181.046412,5180.624126,5224.75,5198.604585,5190.567569,5194.586077,2,2,Up,Up
2025-04-08 11:45:00+00:00,5170,5213.794186,5178.038348,5195.916267,5235.25,5213.052203,5210.609372,5211.830788,5238,5242.795715,5222.339676,5232.567696,2,2,Up,Up
2025-04-08 12:00:00+00:00,5215.75,5159.791928,5173.292026,5166.541977,5235,5228.017392,5232.820936,5230.419164,5248,5232.475577,5235.386325,5233.930951,1,1,Flat,Flat
2025-04-08 12:15:00+00:00,5220.25,5201.46665,5210.497784,5205.982217,5231.75,5237.399321,5234.611494,5236.005407,5241.75,5243.576477,5246.194801,5244.885639,1,1,Flat,Flat
2025-04-08 12:30:00+00:00,5211.5,5205.807102,5217.831664,5211.819383,5217.25,5234.34933,5232.832138,5233.590734,5236.75,5234.717898,5241.420259,5238.069079,0,0,Down,Down
2025-04-08 12:45:00+00:00,5213.5,5210.625874,5212.587504,5211.606689,5223.5,5219.196845,5218.042906,5218.619876,5227.5,5242.559764,5237.153352,5239.856558,2,2,Up,Up
2025-04-08 13:00:00+00:00,5217.75,5230.30665,5213.74102,5222.023835,5253.5,5219.550838,5221.444426,5220.497632,5257.5,5238.323098,5229.947221,5234.135159,2,2,Up,Up
2025-04-08 13:15:00+00:00,5247.5,5225.354184,5218.743574,5222.048879,5272.25,5251.762442,5249.662926,5250.712684,5275.75,5266.524355,5256.689308,5261.606831,2,2,Up,Up
2025-04-08 13:30:00+00:00,5231,5246.746361,5242.69352,5244.719941,5250.5,5270.955109,5271.158743,5271.056926,5275,5263.909945,5272.467019,5268.188482,0,0,Down,Down
2025-04-08 13:45:00+00:00,5240.25,5244.124475,5232.646737,5238.385606,5280,5251.797099,5249.882278,5250.839689,5287,5286.819482,5274.516039,5280.66776,2,2,Up,Up
2025-04-08 14:00:00+00:00,5275,5233.722353,5241.48321,5237.602781,5291.75,5276.938833,5277.351827,5277.14533,5298.5,5290.156582,5286.733624,5288.445103,2,2,Up,Up
2025-04-08 14:15:00+00:00,5281.5,5266.427552,5270.632901,5268.530227,5287.75,5290.443261,5290.214345,5290.328803,5305.25,5293.778356,5297.250081,5295.514219,1,1,Flat,Flat
2025-04-08 14:30:00+00:00,5268.25,5271.390015,5278.884194,5275.137104,5269.5,5292.180674,5288.827596,5290.504135,5296.5,5295.871351,5303.67254,5299.771945,0,0,Down,Down
2025-04-08 14:45:00+00:00,5231.75,5258.865277,5267.743034,5263.304155,5231.75,5274.407169,5273.323081,5273.865125,5279.5,5274.465027,5296.018066,5285.241546,0,0,Down,Down
2025-04-08 15:00:00+00:00,5208,5227.439588,5235.521701,5231.480645,5212,5237.542289,5236.387883,5236.965086,5246.75,5272.413812,5279.871729,5276.14277,0,0,Down,Down
2025-04-08 15:15:00+00:00,5193,5199.907638,5211.327373,5205.617505,5194.5,5211.089874,5215.486502,5213.288188,5224,5240.722936,5249.279364,5245.00115,0,0,Down,Down
2025-04-08 15:30:00+00:00,5192.75,5211.05469,5195.638908,5203.346799,5227.5,5192.315221,5194.379212,5193.347216,5238.75,5241.302386,5228.5648,5234.933593,2,2,Up,Up
2025-04-08 15:45:00+00:00,5195.25,5197.792841,5193.399863,5195.596352,5220.75,5224.672628,5225.580853,5225.126741,5235.25,5243.80256,5239.018703,5241.410631,0,0,Down,Down
2025-04-08 16:00:00+00:00,5205.75,5182.855941,5195.526124,5189.191032,5206.5,5217.440765,5221.258839,5219.349802,5226.25,5226.577232,5234.198583,5230.387908,0,0,Down,Down
2025-04-08 16:15:00+00:00,5170.25,5205.923934,5202.406774,5204.165354,5192.5,5210.46097,5208.620316,5209.540643,5208.25,5224.828373,5226.361319,5225.594846,0,0,Down,Down
2025-04-08 16:30:00+00:00,5127.5,5157.041971,5172.105119,5164.573545,5137.5,5195.248729,5197.239997,5196.244363,5199,5173.783892,5209.810118,5191.797005,0,0,Down,Down
2025-04-08 16:45:00+00:00,5121.5,5115.967402,5133.754368,5124.860885,5123.75,5147.667875,5143.106797,5145.387336,5167.5,5185.909827,5199.476967,5192.693397,0,0,Down,Down
2025-04-08 17:00:00+00:00,5086.25,5116.395807,5121.617645,5119.006726,5102,5124.895269,5127.416365,5126.155817,5138.25,5162.706946,5169.09337,5165.900158,0,0,Down,Down
2025-04-08 17:15:00+00:00,5073,5073.504534,5090.150723,5081.827628,5074.75,5100.752637,5105.614327,5103.183482,5119.5,5126.809212,5141.516115,5134.162664,0,0,Down,Down
2025-04-08 17:30:00+00:00,5071.25,5104.031586,5075.634038,5089.832812,5129.25,5074.706305,5074.127863,5074.417084,5142.75,5144.638691,5123.964175,5134.301433,2,2,Up,Up
2025-04-08 17:45:00+00:00,5095.5,5068.705236,5073.248936,5070.977086,5118.75,5124.288623,5126.072964,5125.180793,5130.75,5151.134674,5141.719473,5146.427074,0,0,Down,Down
2025-04-08 18:00:00+00:00,5080.25,5079.887481,5091.614584,5085.751032,5085,5114.674594,5120.220552,5117.447573,5122.75,5110.349722,5129.83218,5120.090951,0,0,Down,Down
2025-04-08 18:15:00+00:00,5071.5,5063.586434,5080.944864,5072.265649,5075,5093.905096,5088.553061,5091.229078,5112.25,5111.762279,5123.6536,5117.707939,0,0,Down,Down
2025-04-08 18:30:00+00:00,5064.5,5060.347568,5072.696889,5066.522229,5065.25,5078.797835,5077.185055,5077.991445,5129.25,5091.010104,5114.418031,5102.714067,0,0,Down,Down
2025-04-08 18:45:00+00:00,5065.5,5065.023309,5065.718785,5065.371047,5067.5,5071.29091,5066.072943,5068.681926,5093,5142.370533,5127.029173,5134.699853,1,1,Flat,Flat
2025-04-08 19:00:00+00:00,5013.25,5058.659901,5062.631731,5060.645816,5016,5061.516697,5070.55599,5066.036343,5072.25,5073.654917,5093.610019,5083.632468,0,0,Down,Down
2025-04-08 19:15:00+00:00,4993,5028.919921,5018.679827,5023.799874,5025.5,5019.744561,5019.483996,5019.614279,5040,5090.426059,5074.580137,5082.503098,2,2,Up,Up
2025-04-08 19:30:00+00:00,4954,4969.973449,4994.982567,4982.478008,4955.25,5022.665587,5030.09505,5026.380319,5026.25,4998.237022,5043.01418,5020.625601,0,0,Down,Down
2025-04-08 19:45:00+00:00,4940.5,4994.677964,4958.757514,4976.717739,5017.75,4959.937059,4956.77091,4958.353985,5025.25,5060.097936,5029.289812,5044.693874,2,2,Up,Up
2025-04-08 20:00:00+00:00,5005.5,4916.217419,4947.141919,4931.679669,5013,5008.52652,5014.78165,5011.654085,5037.5,5020.519244,5026.855403,5023.687324,1,1,Flat,Flat
2025-04-08 20:15:00+00:00,4989.5,4994.859032,4996.747337,4995.803184,4996.75,5013.256944,5012.675099,5012.966021,5018.5,5035.234528,5035.841884,5035.538206,0,0,Down,Down
2025-04-08 20:30:00+00:00,4996.25,4978.421757,4989.794513,4984.108135,5002.25,4996.860306,4997.750174,4997.30524,5007.25,5028.076503,5018.585673,5023.331088,2,2,Up,Up
2025-04-08 20:45:00+00:00,5002,4996.403436,4996.22657,4996.315003,5012,4999.174484,5001.548939,5000.361712,5015,5012.587611,5009.684965,5011.136288,2,2,Up,Up
