,timestamp,actual_low,var_low,garch_low,hybrid_low,actual_close,var_close,garch_close,hybrid_close,actual_high,var_high,garch_high,hybrid_high
0,2025-04-11 22:30:00+00:00,5395.5,5387.656580307901,5389.653515443775,5388.655047875838,5398.75,5398.530084137881,5398.152925831098,5398.34150498449,5400.0,5403.195565785816,5401.925584651726,5402.560575218771
1,2025-04-11 22:45:00+00:00,5393.25,5391.740568495316,5395.796058357197,5393.768313426257,5395.75,5398.12828174763,5398.430575463844,5398.279428605737,5400.0,5400.873557187812,5400.697651995053,5400.785604591433
2,2025-04-14 11:00:00+00:00,5466.5,5465.353782955634,5464.410088683647,5464.881935819641,5467.25,5468.515392368475,5467.873909777003,5468.194651072739,5474.5,5471.998304754281,5471.77695304517,5471.887628899725
3,2025-04-14 11:15:00+00:00,5454.0,5464.800714963398,5466.857842645871,5465.829278804634,5455.0,5467.477511883008,5467.3088142356055,5467.393163059307,5468.5,5472.689624734226,5474.733884003108,5473.711754368666
4,2025-04-14 11:30:00+00:00,5446.25,5451.822838849132,5452.384346649995,5452.103592749563,5449.5,5455.9729314674505,5455.776963453694,5455.874947460572,5458.5,5462.560896625785,5467.971778625103,5465.266337625444
5,2025-04-14 11:45:00+00:00,5445.0,5445.908162792062,5446.863429007877,5446.38579589997,5455.25,5450.574556174124,5450.488524554029,5450.531540364076,5455.75,5456.490452166912,5458.213480127437,5457.351966147175
6,2025-04-14 12:00:00+00:00,5453.5,5449.295209289232,5446.2709865202005,5447.783097904717,5457.5,5452.892766078404,5455.702630722075,5454.29769840024,5462.25,5459.9307766690745,5456.9029920009425,5458.416884335008
7,2025-04-14 12:15:00+00:00,5449.75,5452.06801605004,5454.720493995409,5453.394255022725,5454.75,5455.53569403435,5457.55189306566,5456.543793550005,5457.5,5462.187614096778,5463.433044194082,5462.81032914543
8,2025-04-14 12:30:00+00:00,5455.25,5449.570783763985,5449.879790877087,5449.725287320535,5461.75,5454.728536382112,5455.02619647146,5454.8773664267865,5464.0,5458.716562780982,5457.05061804071,5457.8835904108455
9,2025-04-14 12:45:00+00:00,5458.75,5457.042849687166,5456.918027835066,5456.980438761116,5466.25,5462.25177273342,5461.358490796985,5461.8051317652025,5467.0,5466.679552038309,5465.229826010255,5465.954689024283
10,2025-04-14 13:00:00+00:00,5464.5,5460.702604698668,5458.812524277096,5459.757564487882,5476.5,5465.073233326808,5465.484238090568,5465.278735708688,5478.25,5469.448168786876,5467.1694796699385,5468.3088242284075
11,2025-04-14 13:15:00+00:00,5470.25,5470.9675878254,5463.60701606165,5467.287301943525,5476.25,5476.337740814421,5475.24019061477,5475.788965714595,5483.5,5481.643049842329,5478.302574203697,5479.972812023013
12,2025-04-14 13:30:00+00:00,5467.0,5470.454582741806,5470.583779125329,5470.519180933567,5469.75,5476.607476804852,5475.517344075614,5476.062410440233,5478.25,5481.844730649971,5483.180616861076,5482.512673755524
13,2025-04-14 13:45:00+00:00,5451.5,5464.949010354049,5465.304192201367,5465.126601277708,5452.75,5470.465683607334,5469.351641462724,5469.908662535028,5471.75,5474.844106468214,5476.6206485569155,5475.732377512565
14,2025-04-14 14:00:00+00:00,5450.5,5446.163731182967,5449.802869410755,5447.983300296861,5464.25,5454.1630286546915,5453.774871991262,5453.968950322977,5467.25,5461.692664401594,5471.443320545584,5466.567992473589
15,2025-04-14 14:15:00+00:00,5462.75,5456.366402455336,5451.68428993459,5454.025346194963,5468.5,5463.815081186719,5464.21972632939,5464.017403758055,5471.0,5472.482428735478,5467.257069670742,5469.86974920311
